Labels,Decay21,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,4995.117200,
Step,4.8828125,
Fixed/Offset,,
XAxis,Time,
YAxis,Counts,

4282.226600,1.10000000E+1,
4287.109400,1.00000000E+1,
4291.992200,1.30000000E+1,
4296.875000,9.00000000E+0,
4301.757800,1.30000000E+1,
4306.640600,1.50000000E+1,
4311.523400,9.00000000E+0,
4316.406300,1.80000000E+1,
4321.289100,1.50000000E+1,
4326.171900,8.00000000E+0,
4331.054700,1.00000000E+1,
4335.937500,1.10000000E+1,
4340.82000,1.10000000E+1,
4345.703100,1.30000000E+1,
4350.585900,1.90000000E+1,
4355.468800,6.00000000E+0,
4360.351600,1.60000000E+1,
4365.234400,1.40000000E+1,
4370.117200,1.70000000E+1,
4375.000,1.20000000E+1,
4379.882800,9.00000000E+0,
4384.765600,1.00000000E+1,
4389.648400,1.60000000E+1,
4394.531300,1.00000000E+1,
4399.414100,6.00000000E+0,
4404.296900,1.30000000E+1,
4409.18000,1.40000000E+1,
4414.062500,1.80000000E+1,
4418.945300,1.30000000E+1,
4423.828100,1.40000000E+1,
4428.710900,7.00000000E+0,
4433.593800,1.00000000E+1,
4438.476600,1.50000000E+1,
4443.359400,1.30000000E+1,
4448.242200,1.00000000E+1,
4453.125000,9.00000000E+0,
4458.007800,1.10000000E+1,
4462.890600,1.20000000E+1,
4467.773400,7.00000000E+0,
4472.656300,1.20000000E+1,
4477.539100,1.30000000E+1,
4482.421900,8.00000000E+0,
4487.304700,1.20000000E+1,
4492.187500,1.10000000E+1,
4497.07000,1.10000000E+1,
4501.953100,1.10000000E+1,
4506.835900,1.50000000E+1,
4511.718800,5.00000000E+0,
4516.601600,1.20000000E+1,
4521.484400,1.10000000E+1,
4526.367200,1.40000000E+1,
4531.25000,1.10000000E+1,
4536.132800,1.00000000E+1,
4541.015600,1.00000000E+1,
4545.898400,1.70000000E+1,
4550.781300,9.00000000E+0,
4555.664100,8.00000000E+0,
4560.546900,7.00000000E+0,
4565.43000,8.00000000E+0,
4570.312500,9.00000000E+0,
4575.195300,6.00000000E+0,
4580.078100,7.00000000E+0,
4584.960900,1.20000000E+1,
4589.843800,1.30000000E+1,
4594.726600,2.00000000E+0,
4599.609400,6.00000000E+0,
4604.492200,1.00000000E+1,
4609.375000,1.00000000E+1,
4614.257800,8.00000000E+0,
4619.140600,1.00000000E+1,
4624.023400,1.10000000E+1,
4628.906300,1.00000000E+1,
4633.789100,1.10000000E+1,
4638.671900,3.00000000E+0,
4643.554700,4.00000000E+0,
4648.437500,1.70000000E+1,
4653.32000,6.00000000E+0,
4658.203100,1.00000000E+1,
4663.085900,1.10000000E+1,
4667.968800,1.10000000E+1,
4672.851600,1.20000000E+1,
4677.734400,1.00000000E+1,
4682.617200,3.00000000E+0,
4687.5000,4.00000000E+0,
4692.382800,7.00000000E+0,
4697.265600,1.20000000E+1,
4702.148400,5.00000000E+0,
4707.031300,3.00000000E+0,
4711.914100,9.00000000E+0,
4716.796900,1.60000000E+1,
4721.68000,9.00000000E+0,
4726.562500,5.00000000E+0,
4731.445300,8.00000000E+0,
4736.328100,5.00000000E+0,
4741.210900,8.00000000E+0,
4746.093800,8.00000000E+0,
4750.976600,6.00000000E+0,
4755.859400,9.00000000E+0,
4760.742200,6.00000000E+0,
4765.625000,1.40000000E+1,
4770.507800,8.00000000E+0,
4775.390600,5.00000000E+0,
4780.273400,1.10000000E+1,
4785.156300,6.00000000E+0,
4790.039100,4.00000000E+0,
4794.921900,1.10000000E+1,
4799.804700,8.00000000E+0,
4804.687500,7.00000000E+0,
4809.57000,1.10000000E+1,
4814.453100,1.10000000E+1,
4819.335900,1.00000000E+1,
4824.218800,9.00000000E+0,
4829.101600,8.00000000E+0,
4833.984400,6.00000000E+0,
4838.867200,3.00000000E+0,
4843.75000,1.60000000E+1,
4848.632800,6.00000000E+0,
4853.515600,9.00000000E+0,
4858.398400,6.00000000E+0,
4863.281300,4.00000000E+0,
4868.164100,7.00000000E+0,
4873.046900,6.00000000E+0,
4877.93000,1.20000000E+1,
4882.812500,8.00000000E+0,
4887.695300,4.00000000E+0,
4892.578100,1.10000000E+1,
4897.460900,1.00000000E+1,
4902.343800,5.00000000E+0,
4907.226600,1.00000000E+1,
4912.109400,8.00000000E+0,
4916.992200,1.00000000E+0,
4921.875000,4.00000000E+0,
4926.757800,1.10000000E+1,
4931.640600,3.00000000E+0,
4936.523400,1.00000000E+1,
4941.406300,1.10000000E+1,
4946.289100,6.00000000E+0,
4951.171900,8.00000000E+0,
4956.054700,1.10000000E+1,
4960.937500,7.00000000E+0,
4965.82000,4.00000000E+0,
4970.703100,3.00000000E+0,
4975.585900,6.00000000E+0,
4980.468800,4.00000000E+0,
4985.351600,8.00000000E+0,
4990.234400,1.10000000E+1,
4995.117200,9.00000000E+0,
