Time(min),Time(h),Normalized PCE,,,
953,15.88333,0.54276,,,
954,15.9,0.54111,,,
955,15.91667,0.54019,,,
956,15.93333,0.5375,,,
957,15.95,0.54351,,,
958,15.96667,0.54019,,,
959,15.98333,0.54032,,,
960,16,0.54032,,,
961,16.01667,0.54177,,,
962,16.03333,0.54351,,,
963,16.05,0.53789,,,
964,16.06667,0.54191,,,
965,16.08333,0.53789,,,
966,16.1,0.53772,,,
967,16.11667,0.53594,,,
968,16.13333,0.5371,,,
969,16.15,0.53951,,,
970,16.16667,0.53679,,,
971,16.18333,0.5387,,,
972,16.2,0.5363,,,
973,16.21667,0.53669,,,
974,16.23333,0.53465,,,
975,16.25,0.53549,,,
976,16.26667,0.53545,,,
977,16.28333,0.53703,,,
978,16.3,0.53469,,,
979,16.31667,0.53318,,,
980,16.33333,0.5379,,,
981,16.35,0.53644,,,
982,16.36667,0.53627,,,
983,16.38333,0.53389,,,
984,16.4,0.53389,,,
985,16.41667,0.53307,,,
986,16.43333,0.53465,,,
987,16.45,0.53229,,,
988,16.46667,0.53398,,,
989,16.48333,0.53047,,,
990,16.5,0.53238,,,
991,16.51667,0.53047,,,
992,16.53333,0.53149,,,
993,16.55,0.53149,,,
994,16.56667,0.52897,,,
995,16.58333,0.53149,,,
996,16.6,0.52813,,,
997,16.61667,0.53149,,,
998,16.63333,0.52897,,,
999,16.65,0.52918,,,
1000,16.66667,0.52897,,,
1001,16.68333,0.53069,,,
1002,16.7,0.53229,,,
1003,16.71667,0.52675,,,
1004,16.73333,0.52623,,,
1005,16.75,0.52861,,,
1006,16.76667,0.52912,,,
1007,16.78333,0.52627,,,
1008,16.8,0.52828,,,
1009,16.81667,0.52595,,,
1010,16.83333,0.52754,,,
1011,16.85,0.5302,,,
1012,16.86667,0.52595,,,
1013,16.88333,0.52897,,,
1014,16.9,0.525,,,
1015,16.91667,0.52595,,,
1016,16.93333,0.52437,,,
1017,16.95,0.52748,,,
1018,16.96667,0.52595,,,
1019,16.98333,0.5245,,,
1020,17,0.52668,,,
1021,17.01667,0.52358,,,
1022,17.03333,0.52329,,,
1023,17.05,0.52358,,,
1024,17.06667,0.52491,,,
1025,17.08333,0.52427,,,
1026,17.1,0.52109,,,
1027,17.11667,0.52187,,,
1028,17.13333,0.52279,,,
1029,17.15,0.52076,,,
1030,17.16667,0.51984,,,
1031,17.18333,0.52003,,,
1032,17.2,0.51983,,,
1033,17.21667,0.52074,,,
1034,17.23333,0.52156,,,
1035,17.25,0.51885,,,
1036,17.26667,0.51953,,,
1037,17.28333,0.51821,,,
1038,17.3,0.52109,,,
1039,17.31667,0.51946,,,
1040,17.33333,0.51786,,,
1041,17.35,0.51917,,,
1042,17.36667,0.51821,,,
1043,17.38333,0.51875,,,
1044,17.4,0.51802,,,
1045,17.41667,0.5166,,,
1046,17.43333,0.51741,,,
1047,17.45,0.51706,,,
1048,17.46667,0.51726,,,
1049,17.48333,0.51363,,,
1050,17.5,0.51406,,,
1051,17.51667,0.51545,,,
1052,17.53333,0.51465,,,
1053,17.55,0.51488,,,
1054,17.56667,0.51517,,,
1055,17.58333,0.51436,,,
1056,17.6,0.51477,,,
1057,17.61667,0.5125,,,
1058,17.63333,0.51251,,,
1059,17.65,0.51465,,,
1060,17.66667,0.5133,,,
1061,17.68333,0.51316,,,
1062,17.7,0.5136,,,
1063,17.71667,0.51459,,,
1064,17.73333,0.51409,,,
1065,17.75,0.51599,,,
1066,17.76667,0.51646,,,
1067,17.78333,0.51786,,,
1068,17.8,0.51761,,,
1069,17.81667,0.51465,,,
1070,17.83333,0.51385,,,
1071,17.85,0.51002,,,
1072,17.86667,0.50381,,,
1073,17.88333,0.49093,,,
1074,17.9,0.48435,,,
1075,17.91667,0.47296,,,
1076,17.93333,0.47929,,,
1077,17.95,0.47607,,,
1078,17.96667,0.48245,,,
1079,17.98333,0.48499,,,
1080,18,0.48404,,,
1081,18.01667,0.48688,,,
1082,18.03333,0.48452,,,
1083,18.05,0.48359,,,
1084,18.06667,0.48628,,,
1085,18.08333,0.48302,,,
1086,18.1,0.47782,,,
1087,18.11667,0.48148,,,
1088,18.13333,0.47969,,,
1089,18.15,0.47477,,,
1090,18.16667,0.48345,,,
1091,18.18333,0.48275,,,
1092,18.2,0.48692,,,
1093,18.21667,0.48628,,,
1094,18.23333,0.4857,,,
1095,18.25,0.48456,,,
1096,18.26667,0.48018,,,
1097,18.28333,0.47891,,,
1098,18.3,0.48086,,,
1099,18.31667,0.47934,,,
1100,18.33333,0.48437,,,
1101,18.35,0.48359,,,
1102,18.36667,0.48678,,,
1103,18.38333,0.48339,,,
1104,18.4,0.48099,,,
1105,18.41667,0.48078,,,
1106,18.43333,0.47778,,,
1107,18.45,0.48179,,,
1108,18.46667,0.48148,,,
1109,18.48333,0.47771,,,
1110,18.5,0.47771,,,
1111,18.51667,0.47812,,,
1112,18.53333,0.47795,,,
1113,18.55,0.47966,,,
1114,18.56667,0.47936,,,
1115,18.58333,0.47659,,,
1116,18.6,0.47276,,,
1117,18.61667,0.47455,,,
1118,18.63333,0.47448,,,
1119,18.65,0.47217,,,
1120,18.66667,0.47775,,,
1121,18.68333,0.48016,,,
1122,18.7,0.47607,,,
1123,18.71667,0.47519,,,
1124,18.73333,0.47583,,,
1125,18.75,0.47429,,,
1126,18.76667,0.47776,,,
1127,18.78333,0.47617,,,
1128,18.8,0.47812,,,
1129,18.81667,0.48018,,,
1130,18.83333,0.47969,,,
1131,18.85,0.4759,,,
1132,18.86667,0.47376,,,
1133,18.88333,0.47222,,,
1134,18.9,0.47422,,,
1135,18.91667,0.47109,,,
1136,18.93333,0.47187,,,
1137,18.95,0.47266,,,
1138,18.96667,0.46741,,,
1139,18.98333,0.46797,,,
1140,19,0.46821,,,
1141,19.01667,0.46584,,,
1142,19.03333,0.46268,,,
1143,19.05,0.46335,,,
1144,19.06667,0.47317,,,
1145,19.08333,0.47826,,,
1146,19.1,0.4755,,,
1147,19.11667,0.47458,,,
1148,19.13333,0.47538,,,
1149,19.15,0.47317,,,
1150,19.16667,0.46901,,,
1151,19.18333,0.47006,,,
1152,19.2,0.46825,,,
1153,19.21667,0.46969,,,
1154,19.23333,0.46961,,,
1155,19.25,0.46804,,,
1156,19.26667,0.46773,,,
1157,19.28333,0.46725,,,
1158,19.3,0.46663,,,
1159,19.31667,0.46583,,,
1160,19.33333,0.4641,,,
1161,19.35,0.4608,,,
1162,19.36667,0.46489,,,
1163,19.38333,0.46568,,,
1164,19.4,0.46229,,,
1165,19.41667,0.4586,,,
1166,19.43333,0.45703,,,
1167,19.45,0.4608,,,
1168,19.46667,0.46489,,,
1169,19.48333,0.46017,,,
1170,19.5,0.46398,,,
1171,19.51667,0.46243,,,
1172,19.53333,0.4632,,,
1173,19.55,0.46268,,,
1174,19.56667,0.4625,,,
1175,19.58333,0.45952,,,
1176,19.6,0.46172,,,
1177,19.61667,0.45693,,,
1178,19.63333,0.45381,,,
1179,19.65,0.45868,,,
1180,19.66667,0.45781,,,
1181,19.68333,0.45693,,,
1182,19.7,0.45533,,,
1183,19.71667,0.45859,,,
1184,19.73333,0.45833,,,
1185,19.75,0.45781,,,
1186,19.76667,0.45234,,,
1187,19.78333,0.45161,,,
1188,19.8,0.45391,,,
1189,19.81667,0.45688,,,
1190,19.83333,0.45703,,,
1191,19.85,0.45601,,,
1192,19.86667,0.45524,,,
1193,19.88333,0.4625,,,
1194,19.9,0.46347,,,
1195,19.91667,0.46099,,,
1196,19.93333,0.46229,,,
1197,19.95,0.46096,,,
1198,19.96667,0.46104,,,
1199,19.98333,0.45919,,,
1200,20,0.46263,,,
1201,20.01667,0.46104,,,
1202,20.03333,0.46332,,,
1203,20.05,0.45996,,,
1204,20.06667,0.45938,,,
1205,20.08333,0.45999,,,
1206,20.1,0.45938,,,
1207,20.11667,0.45781,,,
1208,20.13333,0.45786,,,
1209,20.15,0.45945,,,
1210,20.16667,0.45838,,,
1211,20.18333,0.45703,,,
1212,20.2,0.45865,,,
1213,20.21667,0.45781,,,
1214,20.23333,0.45938,,,
1215,20.25,0.45467,,,
1216,20.26667,0.45394,,,
1217,20.28333,0.45763,,,
1218,20.3,0.45545,,,
1219,20.31667,0.45308,,,
1220,20.33333,0.45309,,,
1221,20.35,0.45309,,,
1222,20.36667,0.45234,,,
1223,20.38333,0.45309,,,
1224,20.4,0.45545,,,
1225,20.41667,0.45064,,,
1226,20.43333,0.45213,,,
1227,20.45,0.45161,,,
1228,20.46667,0.44972,,,
1229,20.48333,0.45078,,,
1230,20.5,0.44922,,,
1231,20.51667,0.44984,,,
1232,20.53333,0.45,,,
1233,20.55,0.44829,,,
1234,20.56667,0.44905,,,
1235,20.58333,0.45,,,
1236,20.6,0.44675,,,
1237,20.61667,0.44765,,,
1238,20.63333,0.44668,,,
1239,20.65,0.44509,,,
1240,20.66667,0.44663,,,
1241,20.68333,0.44291,,,
1242,20.7,0.44528,,,
1243,20.71667,0.44521,,,
1244,20.73333,0.44219,,,
1245,20.75,0.4401,,,
1246,20.76667,0.44135,,,
1247,20.78333,0.43981,,,
1248,20.8,0.44289,,,
1249,20.81667,0.4375,,,
1250,20.83333,0.4376,,,
1251,20.85,0.43587,,,
1252,20.86667,0.43972,,,
1253,20.88333,0.43915,,,
1254,20.9,0.43976,,,
1255,20.91667,0.44051,,,
1256,20.93333,0.43828,,,
1257,20.95,0.43736,,,
1258,20.96667,0.43657,,,
1259,20.98333,0.44058,,,
1260,21,0.43078,,,
1261,21.01667,0.43598,,,
1262,21.03333,0.43342,,,
1263,21.05,0.43527,,,
1264,21.06667,0.43421,,,
1265,21.08333,0.43277,,,
1266,21.1,0.43049,,,
1267,21.11667,0.43139,,,
1268,21.13333,0.43294,,,
1269,21.15,0.43217,,,
1270,21.16667,0.43556,,,
1271,21.18333,0.43736,,,
1272,21.2,0.43751,,,
1273,21.21667,0.43654,,,
1274,21.23333,0.43815,,,
1275,21.25,0.43445,,,
1276,21.26667,0.43579,,,
1277,21.28333,0.43432,,,
1278,21.3,0.43368,,,
1279,21.31667,0.43522,,,
1280,21.33333,0.43276,,,
1281,21.35,0.43516,,,
1282,21.36667,0.43587,,,
1283,21.38333,0.43369,,,
1284,21.4,0.43597,,,
1285,21.41667,0.43293,,,
1286,21.43333,0.43203,,,
1287,21.45,0.43286,,,
1288,21.46667,0.43363,,,
1289,21.48333,0.43518,,,
1290,21.5,0.43359,,,
1291,21.51667,0.43445,,,
1292,21.53333,0.43286,,,
1293,21.55,0.43441,,,
1294,21.56667,0.43281,,,
1295,21.58333,0.43278,,,
1296,21.6,0.43132,,,
1297,21.61667,0.43202,,,
1298,21.63333,0.43242,,,
1299,21.65,0.4301,,,
1300,21.66667,0.43055,,,
1301,21.68333,0.43203,,,
1302,21.7,0.42734,,,
1303,21.71667,0.42344,,,
1304,21.73333,0.4238,,,
1305,21.75,0.42438,,,
1306,21.76667,0.42283,,,
1307,21.78333,0.42344,,,
1308,21.8,0.42266,,,
1309,21.81667,0.42059,,,
1310,21.83333,0.41923,,,
1311,21.85,0.42577,,,
1312,21.86667,0.42518,,,
1313,21.88333,0.42578,,,
1314,21.9,0.42655,,,
1315,21.91667,0.4267,,,
1316,21.93333,0.42635,,,
1317,21.95,0.42897,,,
1318,21.96667,0.42655,,,
1319,21.98333,0.43121,,,
1320,22,0.42888,,,
1321,22.01667,0.4281,,,
1322,22.03333,0.43062,,,
1323,22.05,0.42755,,,
1324,22.06667,0.42888,,,
1325,22.08333,0.4281,,,
1326,22.1,0.42733,,,
1327,22.11667,0.42556,,,
1328,22.13333,0.42733,,,
1329,22.15,0.42832,,,
1330,22.16667,0.42733,,,
1331,22.18333,0.42596,,,
1332,22.2,0.42655,,,
1333,22.21667,0.42733,,,
1334,22.23333,0.42526,,,
1335,22.25,0.42602,,,
1336,22.26667,0.42713,,,
1337,22.28333,0.42477,,,
1338,22.3,0.42441,,,
1339,22.31667,0.42443,,,
1340,22.33333,0.42372,,,
1341,22.35,0.42266,,,
1342,22.36667,0.425,,,
1343,22.38333,0.42438,,,
1344,22.4,0.4236,,,
1345,22.41667,0.42188,,,
1346,22.43333,0.42228,,,
1347,22.45,0.42188,,,
1348,22.46667,0.42109,,,
1349,22.48333,0.42206,,,
1350,22.5,0.41975,,,
1351,22.51667,0.42152,,,
1352,22.53333,0.42076,,,
1353,22.55,0.42031,,,
1354,22.56667,0.42052,,,
1355,22.58333,0.42206,,,
1356,22.6,0.42052,,,
1357,22.61667,0.41797,,,
1358,22.63333,0.4182,,,
1359,22.65,0.41743,,,
1360,22.66667,0.4182,,,
1361,22.68333,0.41617,,,
1362,22.7,0.41743,,,
1363,22.71667,0.41541,,,
1364,22.73333,0.41122,,,
1365,22.75,0.41355,,,
1366,22.76667,0.41277,,,
1367,22.78333,0.41223,,,
1368,22.8,0.41304,,,
1369,22.81667,0.4107,,,
1370,22.83333,0.41157,,,
1371,22.85,0.41277,,,
1372,22.86667,0.40946,,,
1373,22.88333,0.41082,,,
1374,22.9,0.4108,,,
1375,22.91667,0.41223,,,
1376,22.93333,0.41044,,,
1377,22.95,0.40993,,,
1378,22.96667,0.41223,,,
1379,22.98333,0.41044,,,
1380,23,0.41146,,,
1381,23.01667,0.40779,,,
1382,23.03333,0.40656,,,
1383,23.05,0.40946,,,
1384,23.06667,0.40687,,,
1385,23.08333,0.40763,,,
1386,23.1,0.40916,,,
1387,23.11667,0.41146,,,
1388,23.13333,0.41006,,,
1389,23.15,0.40946,,,
1390,23.16667,0.40703,,,
1391,23.18333,0.4074,,,
1392,23.2,0.40565,,,
1393,23.21667,0.4063,,,
1394,23.23333,0.40782,,,
1395,23.25,0.40611,,,
1396,23.26667,0.40715,,,
1397,23.28333,0.40611,,,
1398,23.3,0.40562,,,
1399,23.31667,0.40554,,,
1400,23.33333,0.40782,,,
1401,23.35,0.40782,,,
1402,23.36667,0.4064,,,
1403,23.38333,0.40565,,,
1404,23.4,0.40586,,,
1405,23.41667,0.40663,,,
1406,23.43333,0.40715,,,
1407,23.45,0.40586,,,
1408,23.46667,0.40554,,,
1409,23.48333,0.40264,,,
1410,23.5,0.4034,,,
1411,23.51667,0.40264,,,
1412,23.53333,0.40424,,,
1413,23.55,0.40628,,,
1414,23.56667,0.40424,,,
1415,23.58333,0.40476,,,
1416,23.6,0.40303,,,
1417,23.61667,0.40201,,,
1418,23.63333,0.40416,,,
1419,23.65,0.40324,,,
1420,23.66667,0.40533,,,
1421,23.68333,0.40476,,,
1422,23.7,0.40552,,,
1423,23.71667,0.40552,,,
1424,23.73333,0.40533,,,
1425,23.75,0.40457,,,
1426,23.76667,0.40457,,,
1427,23.78333,0.40552,,,
1428,23.8,0.40509,,,
1429,23.81667,0.40354,,,
1430,23.83333,0.40431,,,
1431,23.85,0.40039,,,
1432,23.86667,0.39945,,,
1433,23.88333,0.40039,,,
1434,23.9,0.39844,,,
1435,23.91667,0.39793,,,
1436,23.93333,0.39945,,,
1437,23.95,0.40189,,,
1438,23.96667,0.40097,,,
1439,23.98333,0.40192,,,
1440,24,0.40078,,,
1441,24.01667,0.40154,,,
1442,24.03333,0.40154,,,
1443,24.05,0.40046,,,
1444,24.06667,0.40039,,,
1445,24.08333,0.40114,,,
1446,24.1,0.39945,,,
1447,24.11667,0.39964,,,
1448,24.13333,0.39925,,,
1449,24.15,0.39739,,,
1450,24.16667,0.39889,,,
1451,24.18333,0.39793,,,
1452,24.2,0.39773,,,
1453,24.21667,0.39565,,,
1454,24.23333,0.39641,,,
1455,24.25,0.39736,,,
1456,24.26667,0.39604,,,
1457,24.28333,0.39795,,,
1458,24.3,0.39604,,,
1459,24.31667,0.39529,,,
1460,24.33333,0.39384,,,
1461,24.35,0.39529,,,
1462,24.36667,0.39736,,,
1463,24.38333,0.39417,,,
1464,24.4,0.39306,,,
1465,24.41667,0.39307,,,
1466,24.43333,0.39417,,,
1467,24.45,0.39307,,,
1468,24.46667,0.39437,,,
1469,24.48333,0.39231,,,
1470,24.5,0.39238,,,
1471,24.51667,0.3919,,,
1472,24.53333,0.39173,,,
1473,24.55,0.39156,,,
1474,24.56667,0.39163,,,
1475,24.58333,0.3888,,,
1476,24.6,0.39063,,,
1477,24.61667,0.39363,,,
1478,24.63333,0.38956,,,
1479,24.65,0.39154,,,
1480,24.66667,0.38912,,,
1481,24.68333,0.38762,,,
1482,24.7,0.38912,,,
1483,24.71667,0.38987,,,
1484,24.73333,0.39032,,,
1485,24.75,0.39005,,,
1486,24.76667,0.38657,,,
1487,24.78333,0.38837,,,
1488,24.8,0.38931,,,
1489,24.81667,0.38652,,,
1490,24.83333,0.38728,,,
1491,24.85,0.38728,,,
1492,24.86667,0.38652,,,
1493,24.88333,0.38857,,,
1494,24.9,0.38634,,,
1495,24.91667,0.38634,,,
1496,24.93333,0.38438,,,
1497,24.95,0.385,,,
1498,24.96667,0.38368,,,
1499,24.98333,0.38325,,,
1500,25,0.38462,,,
1501,25.01667,0.38466,,,
1502,25.03333,0.3869,,,
1503,25.05,0.38391,,,
1504,25.06667,0.3856,,,
1505,25.08333,0.38355,,,
1506,25.1,0.38411,,,
1507,25.11667,0.38434,,,
1508,25.13333,0.38355,,,
1509,25.15,0.38541,,,
1510,25.16667,0.38411,,,
1511,25.18333,0.38261,,,
1512,25.2,0.38336,,,
1513,25.21667,0.38541,,,
1514,25.23333,0.38081,,,
1515,25.25,0.38167,,,
1516,25.26667,0.38081,,,
1517,25.28333,0.37863,,,
1518,25.3,0.38081,,,
1519,25.31667,0.38207,,,
1520,25.33333,0.38235,,,
1521,25.35,0.38615,,,
1522,25.36667,0.38649,,,
1523,25.38333,0.3856,,,
1524,25.4,0.38411,,,
1525,25.41667,0.38811,,,
1526,25.43333,0.38661,,,
1527,25.45,0.38537,,,
1528,25.46667,0.38502,,,
1529,25.48333,0.38486,,,
1530,25.5,0.38425,,,
1531,25.51667,0.38325,,,
1532,25.53333,0.38462,,,
1533,25.55,0.3856,,,
1534,25.56667,0.38486,,,
1535,25.58333,0.38537,,,
1536,25.6,0.38486,,,
1537,25.61667,0.38634,,,
1538,25.63333,0.38425,,,
1539,25.65,0.38537,,,
1540,25.66667,0.38338,,,
1541,25.68333,0.38236,,,
1542,25.7,0.38271,,,
1543,25.71667,0.3819,,,
1544,25.73333,0.38338,,,
1545,25.75,0.38271,,,
1546,25.76667,0.38236,,,
1547,25.78333,0.38264,,,
1548,25.8,0.38236,,,
1549,25.81667,0.3819,,,
1550,25.83333,0.38043,,,
1551,25.85,0.38336,,,
1552,25.86667,0.38134,,,
1553,25.88333,0.38131,,,
1554,25.9,0.38081,,,
1555,25.91667,0.38092,,,
1556,25.93333,0.37963,,,
1557,25.95,0.38038,,,
1558,25.96667,0.38131,,,
1559,25.98333,0.37794,,,
1560,26,0.37852,,,
1561,26.01667,0.37943,,,
1562,26.03333,0.37916,,,
1563,26.05,0.38055,,,
1564,26.06667,0.38131,,,
1565,26.08333,0.37786,,,
1566,26.1,0.37753,,,
1567,26.11667,0.37828,,,
1568,26.13333,0.37665,,,
1569,26.15,0.37739,,,
1570,26.16667,0.3798,,,
1571,26.18333,0.37943,,,
1572,26.2,0.37677,,,
1573,26.21667,0.37739,,,
1574,26.23333,0.37815,,,
1575,26.25,0.37635,,,
1576,26.26667,0.37654,,,
1577,26.28333,0.37596,,,
1578,26.3,0.3767,,,
1579,26.31667,0.37422,,,
1580,26.33333,0.37485,,,
1581,26.35,0.37564,,,
1582,26.36667,0.37522,,,
1583,26.38333,0.37188,,,
1584,26.4,0.37284,,,
1585,26.41667,0.37335,,,
1586,26.43333,0.37335,,,
1587,26.45,0.373,,,
1588,26.46667,0.37335,,,
1589,26.48333,0.373,,,
1590,26.5,0.37034,,,
1591,26.51667,0.36954,,,
1592,26.53333,0.36959,,,
1593,26.55,0.36882,,,
1594,26.56667,0.36845,,,
1595,26.58333,0.36699,,,
1596,26.6,0.37009,,,
1597,26.61667,0.36959,,,
1598,26.63333,0.36779,,,
1599,26.65,0.36689,,,
1600,26.66667,0.36809,,,
1601,26.68333,0.36956,,,
1602,26.7,0.36956,,,
1603,26.71667,0.36883,,,
1604,26.73333,0.36921,,,
1605,26.75,0.36993,,,
1606,26.76667,0.36823,,,
1607,26.78333,0.36702,,,
1608,26.8,0.36844,,,
1609,26.81667,0.36549,,,
1610,26.83333,0.36588,,,
1611,26.85,0.36673,,,
1612,26.86667,0.36467,,,
1613,26.88333,0.36389,,,
1614,26.9,0.36618,,,
1615,26.91667,0.36399,,,
1616,26.93333,0.36467,,,
1617,26.95,0.36367,,,
1618,26.96667,0.36322,,,
1619,26.98333,0.36369,,,
1620,27,0.36573,,,
1621,27.01667,0.36274,,,
1622,27.03333,0.36262,,,
1623,27.05,0.36262,,,
1624,27.06667,0.36144,,,
1625,27.08333,0.36283,,,
1626,27.1,0.36558,,,
1627,27.11667,0.36188,,,
1628,27.13333,0.36521,,,
1629,27.15,0.3642,,,
1630,27.16667,0.36321,,,
1631,27.18333,0.36187,,,
1632,27.2,0.36484,,,
1633,27.21667,0.3641,,,
1634,27.23333,0.36433,,,
1635,27.25,0.36558,,,
1636,27.26667,0.36659,,,
1637,27.28333,0.36445,,,
1638,27.3,0.36484,,,
1639,27.31667,0.36496,,,
1640,27.33333,0.36433,,,
1641,27.35,0.36418,,,
1642,27.36667,0.36369,,,
1643,27.38333,0.36283,,,
1644,27.4,0.36508,,,
1645,27.41667,0.36433,,,
1646,27.43333,0.36342,,,
1647,27.45,0.36397,,,
1648,27.46667,0.36362,,,
1649,27.48333,0.36164,,,
1650,27.5,0.36146,,,
1651,27.51667,0.363,,,
1652,27.53333,0.36164,,,
1653,27.55,0.35925,,,
1654,27.56667,0.35846,,,
1655,27.58333,0.35778,,,
1656,27.6,0.35613,,,
1657,27.61667,0.35706,,,
1658,27.63333,0.35631,,,
1659,27.65,0.35875,,,
1660,27.66667,0.35599,,,
1661,27.68333,0.3538,,,
1662,27.7,0.35403,,,
1663,27.71667,0.35559,,,
1664,27.73333,0.35553,,,
1665,27.75,0.35629,,,
1666,27.76667,0.35631,,,
1667,27.78333,0.35532,,,
1668,27.8,0.35456,,,
1669,27.81667,0.35646,,,
1670,27.83333,0.35382,,,
1671,27.85,0.35446,,,
1672,27.86667,0.35457,,,
1673,27.88333,0.3552,,,
1674,27.9,0.35446,,,
1675,27.91667,0.35416,,,
1676,27.93333,0.35107,,,
1677,27.95,0.35456,,,
1678,27.96667,0.3538,,,
1679,27.98333,0.35409,,,
1680,28,0.35225,,,
1681,28.01667,0.35231,,,
1682,28.03333,0.35223,,,
1683,28.05,0.35149,,,
1684,28.06667,0.35278,,,
1685,28.08333,0.35382,,,
1686,28.1,0.35204,,,
1687,28.11667,0.35304,,,
1688,28.13333,0.35156,,,
1689,28.15,0.35156,,,
1690,28.16667,0.35201,,,
1691,28.18333,0.35228,,,
1692,28.2,0.35078,,,
1693,28.21667,0.35372,,,
1694,28.23333,0.35256,,,
1695,28.25,0.35332,,,
1696,28.26667,0.35427,,,
1697,28.28333,0.35407,,,
1698,28.3,0.35323,,,
1699,28.31667,0.35129,,,
1700,28.33333,0.35236,,,
1701,28.35,0.35189,,,
1702,28.36667,0.3518,,,
1703,28.38333,0.35029,,,
1704,28.4,0.35256,,,
1705,28.41667,0.3494,,,
1706,28.43333,0.35179,,,
1707,28.45,0.35116,,,
1708,28.46667,0.35105,,,
1709,28.48333,0.35105,,,
1710,28.5,0.35179,,,
1711,28.51667,0.35105,,,
1712,28.53333,0.3518,,,
1713,28.55,0.35054,,,
1714,28.56667,0.35179,,,
1715,28.58333,0.34968,,,
1716,28.6,0.3503,,,
1717,28.61667,0.34881,,,
1718,28.63333,0.34682,,,
1719,28.65,0.34821,,,
1720,28.66667,0.34946,,,
1721,28.68333,0.34881,,,
1722,28.7,0.34831,,,
1723,28.71667,0.35001,,,
1724,28.73333,0.34792,,,
1725,28.75,0.3482,,,
1726,28.76667,0.34781,,,
1727,28.78333,0.34931,,,
1728,28.8,0.34897,,,
1729,28.81667,0.34722,,,
1730,28.83333,0.3463,,,
1731,28.85,0.34439,,,
1732,28.86667,0.34592,,,
1733,28.88333,0.3463,,,
1734,28.9,0.34453,,,
1735,28.91667,0.34259,,,
1736,28.93333,0.34219,,,
1737,28.95,0.34389,,,
1738,28.96667,0.3438,,,
1739,28.98333,0.34582,,,
1740,29,0.34527,,,
1741,29.01667,0.34139,,,
1742,29.03333,0.34186,,,
1743,29.05,0.34217,,,
1744,29.06667,0.3406,,,
1745,29.08333,0.34283,,,
1746,29.1,0.34273,,,
1747,29.11667,0.34108,,,
1748,29.13333,0.33903,,,
1749,29.15,0.3438,,,
1750,29.16667,0.33798,,,
1751,29.18333,0.34232,,,
1752,29.2,0.3402,,,
1753,29.21667,0.34219,,,
1754,29.23333,0.33944,,,
1755,29.25,0.34129,,,
1756,29.26667,0.34105,,,
1757,29.28333,0.34105,,,
1758,29.3,0.33906,,,
1759,29.31667,0.3395,,,
1760,29.33333,0.34029,,,
1761,29.35,0.33873,,,
1762,29.36667,0.33516,,,
1763,29.38333,0.33886,,,
1764,29.4,0.33954,,,
1765,29.41667,0.33564,,,
1766,29.43333,0.33879,,,
1767,29.45,0.33963,,,
1768,29.46667,0.33873,,,
1769,29.48333,0.33641,,,
1770,29.5,0.33822,,,
1771,29.51667,0.33954,,,
1772,29.53333,0.33879,,,
1773,29.55,0.3376,,,
1774,29.56667,0.33835,,,
1775,29.58333,0.3391,,,
1776,29.6,0.33785,,,
1777,29.61667,0.33864,,,
1778,29.63333,0.33717,,,
1779,29.65,0.33667,,,
1780,29.66667,0.33254,,,
1781,29.68333,0.33407,,,
1782,29.7,0.33565,,,
1783,29.71667,0.33638,,,
1784,29.73333,0.33363,,,
1785,29.75,0.33743,,,
1786,29.76667,0.33462,,,
1787,29.78333,0.33592,,,
1788,29.8,0.33516,,,
1789,29.81667,0.3376,,,
1790,29.83333,0.33786,,,
1791,29.85,0.33516,,,
1792,29.86667,0.33413,,,
1793,29.88333,0.33686,,,
1794,29.9,0.33285,,,
1795,29.91667,0.3344,,,
1796,29.93333,0.33637,,,
1797,29.95,0.33751,,,
1798,29.96667,0.33641,,,
1799,29.98333,0.33484,,,
1800,30,0.33643,,,
1801,30.01667,0.33819,,,
1802,30.03333,0.33471,,,
1803,30.05,0.33331,,,
1804,30.06667,0.33611,,,
1805,30.08333,0.33654,,,
1806,30.1,0.3344,,,
1807,30.11667,0.3341,,,
1808,30.13333,0.33554,,,
1809,30.15,0.33373,,,
1810,30.16667,0.33256,,,
1811,30.18333,0.32969,,,
1812,30.2,0.33333,,,
1813,30.21667,0.33592,,,
1814,30.23333,0.33178,,,
1815,30.25,0.33326,,,
1816,30.26667,0.33144,,,
1817,30.28333,0.33281,,,
1818,30.3,0.3325,,,
1819,30.31667,0.33295,,,
1820,30.33333,0.33295,,,
1821,30.35,0.33101,,,
1822,30.36667,0.33325,,,
1823,30.38333,0.33278,,,
1824,30.4,0.33374,,,
1825,30.41667,0.32978,,,
1826,30.43333,0.33106,,,
1827,30.45,0.3287,,,
1828,30.46667,0.32869,,,
1829,30.48333,0.33053,,,
1830,30.5,0.32645,,,
1831,30.51667,0.32981,,,
1832,30.53333,0.32665,,,
1833,30.55,0.32759,,,
1834,30.56667,0.32641,,,
1835,30.58333,0.32795,,,
1836,30.6,0.32565,,,
1837,30.61667,0.32532,,,
1838,30.63333,0.32555,,,
1839,30.65,0.32608,,,
1840,30.66667,0.32608,,,
1841,30.68333,0.32277,,,
1842,30.7,0.32411,,,
1843,30.71667,0.32444,,,
1844,30.73333,0.32411,,,
1845,30.75,0.3222,,,
1846,30.76667,0.32146,,,
1847,30.78333,0.32071,,,
1848,30.8,0.32258,,,
1849,30.81667,0.31952,,,
