Time(min),Time(h),Normalized PCE,,,
12947,215.7833333,5.28E-04,,,
12948,215.8,5.89E-04,,,
12949,215.8166667,8.80E-04,,,
12950,215.8333333,-2.16E-04,,,
12951,215.85,1.76E-04,,,
12952,215.8666667,8.05E-04,,,
12953,215.8833333,4.81E-04,,,
12954,215.9,0,,,
12955,215.9166667,0,,,
12956,215.9333333,5.44E-04,,,
12957,215.95,0.00113,,,
12958,215.9666667,3.22E-04,,,
12959,215.9833333,7.51E-04,,,
12960,216,7.64E-04,,,
12961,216.0166667,7.06E-04,,,
12962,216.0333333,4.83E-04,,,
12963,216.05,6.44E-04,,,
12964,216.0666667,2.01E-04,,,
12965,216.0833333,3.41E-04,,,
12966,216.1,4.83E-04,,,
12967,216.1166667,4.01E-04,,,
12968,216.1333333,6.63E-04,,,
12969,216.15,6.31E-04,,,
12970,216.1666667,2.21E-04,,,
12971,216.1833333,0,,,
12972,216.2,5.62E-04,,,
12973,216.2166667,5.73E-04,,,
12974,216.2333333,1.71E-04,,,
12975,216.25,7.21E-04,,,
12976,216.2666667,8.05E-04,,,
12977,216.2833333,0.00105,,,
12978,216.3,5.73E-04,,,
12979,216.3166667,0,,,
12980,216.3333333,2.01E-04,,,
12981,216.35,6.83E-04,,,
12982,216.3666667,0,,,
12983,216.3833333,0,,,
12984,216.4,1.86E-04,,,
12985,216.4166667,4.67E-04,,,
12986,216.4333333,9.47E-04,,,
12987,216.45,0.00102,,,
12988,216.4666667,4.38E-04,,,
12989,216.4833333,0,,,
12990,216.5,8.32E-04,,,
12991,216.5166667,1.76E-04,,,
12992,216.5333333,4.96E-04,,,
12993,216.55,2.16E-04,,,
12994,216.5666667,0,,,
12995,216.5833333,5.28E-04,,,
12996,216.6,8.26E-04,,,
12997,216.6166667,5.57E-04,,,
12998,216.6333333,1.95E-04,,,
12999,216.65,1.76E-04,,,
13000,216.6666667,4.96E-04,,,
13001,216.6833333,7.04E-04,,,
13002,216.7,5.28E-04,,,
13003,216.7166667,2.06E-04,,,
13004,216.7333333,0,,,
13005,216.75,-1.95E-04,,,
13006,216.7666667,0,,,
13007,216.7833333,1.86E-04,,,
13008,216.8,9.34E-04,,,
13009,216.8166667,1.76E-04,,,
13010,216.8333333,5.28E-04,,,
13011,216.85,-1.95E-04,,,
13012,216.8666667,0.001,,,
13013,216.8833333,9.47E-04,,,
13014,216.9,1.75E-04,,,
13015,216.9166667,6.83E-04,,,
13016,216.9333333,-2.31E-04,,,
13017,216.95,4.96E-04,,,
13018,216.9666667,4.23E-04,,,
13019,216.9833333,2.10E-04,,,
13020,217,-4.42E-04,,,
13021,217.0166667,1.80E-04,,,
13022,217.0333333,3.22E-04,,,
13023,217.05,5.73E-04,,,
13024,217.0666667,5.73E-04,,,
13025,217.0833333,0,,,
13026,217.1,0,,,
13027,217.1166667,4.83E-04,,,
13028,217.1333333,0,,,
13029,217.15,6.02E-04,,,
13030,217.1666667,5.12E-04,,,
13031,217.1833333,0,,,
13032,217.2,2.01E-04,,,
13033,217.2166667,4.21E-04,,,
13034,217.2333333,3.22E-04,,,
13035,217.25,4.01E-04,,,
13036,217.2666667,0.00105,,,
13037,217.2833333,8.07E-04,,,
13038,217.3,4.01E-04,,,
13039,217.3166667,8.53E-04,,,
13040,217.3333333,1.80E-04,,,
13041,217.35,3.41E-04,,,
13042,217.3666667,8.76E-04,,,
13043,217.3833333,-2.06E-04,,,
13044,217.4,5.89E-04,,,
13045,217.4166667,3.91E-04,,,
13046,217.4333333,4.67E-04,,,
13047,217.45,4.67E-04,,,
13048,217.4666667,0,,,
13049,217.4833333,0,,,
13050,217.5,7.43E-04,,,
13051,217.5166667,7.81E-04,,,
13052,217.5333333,7.04E-04,,,
13053,217.55,7.86E-04,,,
13054,217.5666667,0,,,
13055,217.5833333,3.52E-04,,,
13056,217.6,1.95E-04,,,
13057,217.6166667,0,,,
13058,217.6333333,1.95E-04,,,
13059,217.65,7.04E-04,,,
13060,217.6666667,0,,,
13061,217.6833333,0,,,
13062,217.7,8.26E-04,,,
13063,217.7166667,-2.01E-04,,,
13064,217.7333333,0,,,
13065,217.75,1.71E-04,,,
13066,217.7666667,0,,,
13067,217.7833333,4.01E-04,,,
13068,217.8,0,,,
13069,217.8166667,1.71E-04,,,
13070,217.8333333,0.00106,,,
13071,217.85,3.41E-04,,,
13072,217.8666667,4.51E-04,,,
13073,217.8833333,1.90E-04,,,
13074,217.9,0,,,
13075,217.9166667,7.51E-04,,,
13076,217.9333333,9.62E-04,,,
13077,217.95,5.62E-04,,,
13078,217.9666667,9.01E-04,,,
13079,217.9833333,4.01E-04,,,
13080,218,0.00112,,,
13081,218.0166667,-1.91E-04,,,
13082,218.0333333,9.84E-04,,,
13083,218.05,5.62E-04,,,
13084,218.0666667,7.21E-04,,,
13085,218.0833333,0,,,
13086,218.1,9.01E-04,,,
13087,218.1166667,8.05E-04,,,
13088,218.1333333,4.01E-04,,,
13089,218.15,3.22E-04,,,
13090,218.1666667,0,,,
13091,218.1833333,8.53E-04,,,
13092,218.2,0,,,
13093,218.2166667,0,,,
13094,218.2333333,9.66E-04,,,
13095,218.25,0,,,
13096,218.2666667,2.11E-04,,,
13097,218.2833333,3.61E-04,,,
13098,218.3,0,,,
13099,218.3166667,1.91E-04,,,
13100,218.3333333,9.62E-04,,,
13101,218.35,7.64E-04,,,
13102,218.3666667,9.16E-04,,,
13103,218.3833333,8.41E-04,,,
13104,218.4,4.54E-04,,,
13105,218.4166667,5.44E-04,,,
13106,218.4333333,6.01E-04,,,
13107,218.45,2.10E-04,,,
13108,218.4666667,0,,,
13109,218.4833333,2.10E-04,,,
13110,218.5,-2.21E-04,,,
13111,218.5166667,1.65E-04,,,
13112,218.5333333,0,,,
13113,218.55,1.76E-04,,,
13114,218.5666667,3.91E-04,,,
13115,218.5833333,3.52E-04,,,
13116,218.6,4.12E-04,,,
13117,218.6166667,7.04E-04,,,
13118,218.6333333,2.06E-04,,,
13119,218.65,4.67E-04,,,
13120,218.6666667,7.78E-04,,,
13121,218.6833333,0,,,
13122,218.7,0,,,
13123,218.7166667,0,,,
13124,218.7333333,9.92E-04,,,
13125,218.75,7.04E-04,,,
13126,218.7666667,-2.16E-04,,,
13127,218.7833333,0,,,
13128,218.8,5.57E-04,,,
13129,218.8166667,1.95E-04,,,
13130,218.8333333,1.95E-04,,,
13131,218.85,4.99E-04,,,
13132,218.8666667,3.91E-04,,,
13133,218.8833333,1.76E-04,,,
13134,218.9,6.61E-04,,,
13135,218.9166667,3.91E-04,,,
13136,218.9333333,3.11E-04,,,
13137,218.95,9.34E-04,,,
13138,218.9666667,6.65E-04,,,
13139,218.9833333,-3.91E-04,,,
13140,219,1.76E-04,,,
13141,219.0166667,6.22E-04,,,
13142,219.0333333,8.26E-04,,,
13143,219.05,6.61E-04,,,
13144,219.0666667,3.11E-04,,,
13145,219.0833333,3.52E-04,,,
13146,219.1,0,,,
13147,219.1166667,7.43E-04,,,
13148,219.1333333,5.89E-04,,,
13149,219.15,9.28E-04,,,
13150,219.1666667,3.52E-04,,,
13151,219.1833333,3.52E-04,,,
13152,219.2,2.06E-04,,,
13153,219.2166667,5.86E-04,,,
13154,219.2333333,8.32E-04,,,
13155,219.25,9.01E-04,,,
13156,219.2666667,9.08E-04,,,
13157,219.2833333,0.00105,,,
13158,219.3,0,,,
13159,219.3166667,7.57E-04,,,
13160,219.3333333,6.83E-04,,,
13161,219.35,0,,,
13162,219.3666667,5.73E-04,,,
13163,219.3833333,7.57E-04,,,
13164,219.4,7.03E-04,,,
13165,219.4166667,6.83E-04,,,
13166,219.4333333,0,,,
13167,219.45,-2.21E-04,,,
13168,219.4666667,0,,,
13169,219.4833333,0.00118,,,
13170,219.5,3.61E-04,,,
13171,219.5166667,4.83E-04,,,
13172,219.5333333,0,,,
13173,219.55,7.21E-04,,,
13174,219.5666667,1.61E-04,,,
13175,219.5833333,6.34E-04,,,
13176,219.6,1.80E-04,,,
13177,219.6166667,6.44E-04,,,
13178,219.6333333,7.64E-04,,,
13179,219.65,0.00102,,,
13180,219.6666667,-2.21E-04,,,
13181,219.6833333,5.28E-04,,,
13182,219.7,0,,,
13183,219.7166667,8.76E-04,,,
13184,219.7333333,1.86E-04,,,
13185,219.75,8.76E-04,,,
13186,219.7666667,0.00116,,,
13187,219.7833333,0,,,
13188,219.8,7.04E-04,,,
13189,219.8166667,3.91E-04,,,
13190,219.8333333,1.96E-04,,,
13191,219.85,-1.95E-04,,,
13192,219.8666667,7.43E-04,,,
13193,219.8833333,1.66E-04,,,
13194,219.9,3.91E-04,,,
13195,219.9166667,0.00117,,,
13196,219.9333333,1.96E-04,,,
13197,219.95,4.64E-04,,,
13198,219.9666667,7.04E-04,,,
13199,219.9833333,7.04E-04,,,
13200,220,3.91E-04,,,
13201,220.0166667,0,,,
13202,220.0333333,0,,,
13203,220.05,9.34E-04,,,
13204,220.0666667,7.78E-04,,,
13205,220.0833333,9.34E-04,,,
13206,220.1,7.04E-04,,,
13207,220.1166667,6.22E-04,,,
13208,220.1333333,-2.10E-04,,,
13209,220.15,4.01E-04,,,
13210,220.1666667,3.22E-04,,,
13211,220.1833333,-3.82E-04,,,
13212,220.2,0.00112,,,
13213,220.2166667,5.44E-04,,,
13214,220.2333333,2.21E-04,,,
13215,220.25,9.08E-04,,,
13216,220.2666667,8.41E-04,,,
13217,220.2833333,-2.01E-04,,,
13218,220.3,6.44E-04,,,
13219,220.3166667,0,,,
13220,220.3333333,2.10E-04,,,
13221,220.35,0,,,
13222,220.3666667,3.63E-04,,,
13223,220.3833333,0,,,
13224,220.4,9.66E-04,,,
13225,220.4166667,9.01E-04,,,
13226,220.4333333,0,,,
13227,220.45,3.61E-04,,,
13228,220.4666667,5.73E-04,,,
13229,220.4833333,0,,,
13230,220.5,7.21E-04,,,
13231,220.5166667,5.44E-04,,,
13232,220.5333333,6.83E-04,,,
13233,220.55,9.66E-04,,,
13234,220.5666667,6.83E-04,,,
13235,220.5833333,3.82E-04,,,
13236,220.6,4.01E-04,,,
13237,220.6166667,4.51E-04,,,
13238,220.6333333,5.28E-04,,,
13239,220.65,0,,,
13240,220.6666667,7.43E-04,,,
13241,220.6833333,5.86E-04,,,
13242,220.7,6.65E-04,,,
13243,220.7166667,0,,,
13244,220.7333333,7.04E-04,,,
13245,220.75,2.06E-04,,,
13246,220.7666667,0,,,
13247,220.7833333,7.78E-04,,,
13248,220.8,0,,,
13249,220.8166667,0.001,,,
13250,220.8333333,3.91E-04,,,
13251,220.85,-6.18E-04,,,
13252,220.8666667,0,,,
13253,220.8833333,-2.06E-04,,,
13254,220.9,-6.76E-04,,,
13255,220.9166667,-6.47E-04,,,
13256,220.9333333,1.76E-04,,,
13257,220.95,0,,,
13258,220.9666667,1.86E-04,,,
13259,220.9833333,1.86E-04,,,
13260,221,2.16E-04,,,
13261,221.0166667,0,,,
13262,221.0333333,-1.95E-04,,,
13263,221.05,7.04E-04,,,
13264,221.0666667,6.95E-04,,,
13265,221.0833333,-1.86E-04,,,
13266,221.1,0.00109,,,
13267,221.1166667,4.96E-04,,,
13268,221.1333333,5.57E-04,,,
13269,221.15,-2.16E-04,,,
13270,221.1666667,8.76E-04,,,
13271,221.1833333,6.22E-04,,,
13272,221.2,3.71E-04,,,
13273,221.2166667,8.60E-04,,,
13274,221.2333333,9.34E-04,,,
13275,221.25,-2.06E-04,,,
13276,221.2666667,9.92E-04,,,
13277,221.2833333,0,,,
13278,221.3,9.34E-04,,,
13279,221.3166667,1.95E-04,,,
13280,221.3333333,0,,,
13281,221.35,8.80E-04,,,
13282,221.3666667,9.01E-04,,,
13283,221.3833333,-2.36E-04,,,
13284,221.4,0,,,
13285,221.4166667,-1.91E-04,,,
13286,221.4333333,4.83E-04,,,
13287,221.45,7.25E-04,,,
13288,221.4666667,8.53E-04,,,
13289,221.4833333,3.82E-04,,,
13290,221.5,0,,,
13291,221.5166667,-1.91E-04,,,
13292,221.5333333,3.82E-04,,,
13293,221.55,8.43E-04,,,
13294,221.5666667,5.73E-04,,,
13295,221.5833333,7.51E-04,,,
13296,221.6,3.22E-04,,,
13297,221.6166667,4.01E-04,,,
13298,221.6333333,8.53E-04,,,
13299,221.65,0,,,
13300,221.6666667,8.05E-04,,,
13301,221.6833333,0,,,
13302,221.7,4.21E-04,,,
13303,221.7166667,-6.92E-04,,,
13304,221.7333333,9.95E-04,,,
13305,221.75,-4.01E-04,,,
13306,221.7666667,2.10E-04,,,
13307,221.7833333,3.61E-04,,,
13308,221.8,0.00108,,,
13309,221.8166667,8.53E-04,,,
13310,221.8333333,-2.31E-04,,,
13311,221.85,3.82E-04,,,
13312,221.8666667,6.34E-04,,,
13313,221.8833333,1.80E-04,,,
13314,221.9,-4.23E-04,,,
13315,221.9166667,1.91E-04,,,
13316,221.9333333,5.41E-04,,,
13317,221.95,6.01E-04,,,
13318,221.9666667,4.01E-04,,,
13319,221.9833333,-4.01E-04,,,
13320,222,8.43E-04,,,
13321,222.0166667,0.00111,,,
13322,222.0333333,0.00105,,,
13323,222.05,4.22E-04,,,
13324,222.0666667,1.61E-04,,,
13325,222.0833333,1.80E-04,,,
13326,222.1,0,,,
13327,222.1166667,7.30E-04,,,
13328,222.1333333,8.26E-04,,,
13329,222.15,8.80E-04,,,
13330,222.1666667,-1.95E-04,,,
13331,222.1833333,5.89E-04,,,
13332,222.2,0,,,
13333,222.2166667,0,,,
13334,222.2333333,8.26E-04,,,
13335,222.25,-1.86E-04,,,
13336,222.2666667,3.71E-04,,,
13337,222.2833333,5.28E-04,,,
13338,222.3,5.57E-04,,,
13339,222.3166667,-2.25E-04,,,
13340,222.3333333,0,,,
13341,222.35,0,,,
13342,222.3666667,9.34E-04,,,
13343,222.3833333,5.28E-04,,,
13344,222.4,5.57E-04,,,
13345,222.4166667,6.22E-04,,,
13346,222.4333333,9.27E-04,,,
13347,222.45,8.80E-04,,,
13348,222.4666667,2.06E-04,,,
13349,222.4833333,4.67E-04,,,
13350,222.5,0.00102,,,
13351,222.5166667,3.93E-04,,,
13352,222.5333333,-2.25E-04,,,
13353,222.55,7.04E-04,,,
13354,222.5666667,7.43E-04,,,
13355,222.5833333,0,,,
13356,222.6,-1.96E-04,,,
13357,222.6166667,0,,,
13358,222.6333333,8.76E-04,,,
13359,222.65,1.76E-04,,,
13360,222.6666667,-2.06E-04,,,
13361,222.6833333,8.76E-04,,,
13362,222.7,0,,,
13363,222.7166667,0,,,
13364,222.7333333,4.99E-04,,,
13365,222.75,9.47E-04,,,
13366,222.7666667,9.27E-04,,,
13367,222.7833333,0.00113,,,
13368,222.8,6.87E-04,,,
13369,222.8166667,8.80E-04,,,
13370,222.8333333,2.06E-04,,,
13371,222.85,3.52E-04,,,
13372,222.8666667,0.00108,,,
13373,222.8833333,0,,,
13374,222.9,7.73E-04,,,
13375,222.9166667,5.84E-04,,,
13376,222.9333333,6.65E-04,,,
13377,222.95,1.96E-04,,,
13378,222.9666667,8.76E-04,,,
13379,222.9833333,0,,,
13380,223,6.22E-04,,,
13381,223.0166667,0,,,
13382,223.0333333,8.53E-04,,,
13383,223.05,0.00105,,,
13384,223.0666667,7.51E-04,,,
13385,223.0833333,5.44E-04,,,
13386,223.1,1.80E-04,,,
13387,223.1166667,0,,,
13388,223.1333333,-2.01E-04,,,
13389,223.15,3.82E-04,,,
13390,223.1666667,0,,,
13391,223.1833333,0,,,
13392,223.2,6.83E-04,,,
13393,223.2166667,6.01E-04,,,
13394,223.2333333,9.01E-04,,,
13395,223.25,1.91E-04,,,
13396,223.2666667,8.53E-04,,,
13397,223.2833333,6.83E-04,,,
13398,223.3,4.01E-04,,,
13399,223.3166667,3.61E-04,,,
13400,223.3333333,1.71E-04,,,
13401,223.35,1.80E-04,,,
13402,223.3666667,-1.91E-04,,,
13403,223.3833333,0,,,
13404,223.4,2.11E-04,,,
13405,223.4166667,6.83E-04,,,
13406,223.4333333,8.05E-04,,,
13407,223.45,9.16E-04,,,
13408,223.4666667,5.73E-04,,,
13409,223.4833333,1.80E-04,,,
13410,223.5,9.84E-04,,,
13411,223.5166667,8.85E-04,,,
13412,223.5333333,3.71E-04,,,
13413,223.55,7.53E-04,,,
13414,223.5666667,3.52E-04,,,
13415,223.5833333,5.57E-04,,,
13416,223.6,1.76E-04,,,
13417,223.6166667,4.96E-04,,,
13418,223.6333333,0,,,
13419,223.65,9.98E-04,,,
13420,223.6666667,0,,,
13421,223.6833333,0,,,
13422,223.7,5.28E-04,,,
13423,223.7166667,0,,,
13424,223.7333333,4.67E-04,,,
13425,223.75,7.43E-04,,,
13426,223.7666667,4.12E-04,,,
13427,223.7833333,5.28E-04,,,
13428,223.8,0,,,
13429,223.8166667,1.76E-04,,,
13430,223.8333333,-2.06E-04,,,
13431,223.85,3.33E-04,,,
13432,223.8666667,7.78E-04,,,
13433,223.8833333,3.93E-04,,,
13434,223.9,0,,,
13435,223.9166667,3.71E-04,,,
13436,223.9333333,5.57E-04,,,
13437,223.95,1.76E-04,,,
13438,223.9666667,1.95E-04,,,
13439,223.9833333,-1.96E-04,,,
13440,224,0,,,
13441,224.0166667,-2.36E-04,,,
13442,224.0333333,0,,,
13443,224.05,-2.26E-04,,,
13444,224.0666667,1.96E-04,,,
13445,224.0833333,7.04E-04,,,
13446,224.1,0,,,
13447,224.1166667,6.65E-04,,,
13448,224.1333333,7.30E-04,,,
13449,224.15,0,,,
13450,224.1666667,7.51E-04,,,
13451,224.1833333,-2.01E-04,,,
13452,224.2,3.82E-04,,,
13453,224.2166667,4.51E-04,,,
13454,224.2333333,7.86E-04,,,
13455,224.25,1.71E-04,,,
13456,224.2666667,4.54E-04,,,
13457,224.2833333,1.71E-04,,,
13458,224.3,1.91E-04,,,
13459,224.3166667,1.71E-04,,,
13460,224.3333333,2.01E-04,,,
13461,224.35,4.83E-04,,,
13462,224.3666667,-2.31E-04,,,
13463,224.3833333,-1.91E-04,,,
13464,224.4,1.91E-04,,,
13465,224.4166667,3.41E-04,,,
13466,224.4333333,0,,,
13467,224.45,6.83E-04,,,
13468,224.4666667,-2.01E-04,,,
13469,224.4833333,8.53E-04,,,
13470,224.5,6.83E-04,,,
13471,224.5166667,2.01E-04,,,
13472,224.5333333,4.01E-04,,,
13473,224.55,1.71E-04,,,
13474,224.5666667,0,,,
13475,224.5833333,5.41E-04,,,
13476,224.6,8.43E-04,,,
13477,224.6166667,5.12E-04,,,
13478,224.6333333,1.91E-04,,,
13479,224.65,3.22E-04,,,
13480,224.6666667,-4.21E-04,,,
13481,224.6833333,1.80E-04,,,
13482,224.7,1.71E-04,,,
13483,224.7166667,1.80E-04,,,
13484,224.7333333,3.41E-04,,,
13485,224.75,0,,,
13486,224.7666667,5.73E-04,,,
13487,224.7833333,8.05E-04,,,
13488,224.8,2.21E-04,,,
13489,224.8166667,1.71E-04,,,
13490,224.8333333,7.51E-04,,,
13491,224.85,0,,,
13492,224.8666667,8.43E-04,,,
13493,224.8833333,7.51E-04,,,
13494,224.9,3.22E-04,,,
13495,224.9166667,1.76E-04,,,
13496,224.9333333,3.71E-04,,,
13497,224.95,7.04E-04,,,
13498,224.9666667,2.16E-04,,,
13499,224.9833333,5.86E-04,,,
13500,225,7.43E-04,,,
13501,225.0166667,-1.95E-04,,,
13502,225.0333333,3.91E-04,,,
13503,225.05,3.52E-04,,,
13504,225.0666667,9.34E-04,,,
13505,225.0833333,-6.76E-04,,,
13506,225.1,7.04E-04,,,
13507,225.1166667,8.26E-04,,,
13508,225.1333333,1.86E-04,,,
13509,225.15,5.28E-04,,,
13510,225.1666667,5.89E-04,,,
13511,225.1833333,7.81E-04,,,
13512,225.2,3.11E-04,,,
13513,225.2166667,4.12E-04,,,
13514,225.2333333,3.91E-04,,,
13515,225.25,7.43E-04,,,
13516,225.2666667,3.52E-04,,,
13517,225.2833333,5.41E-04,,,
13518,225.3,5.28E-04,,,
13519,225.3166667,1.66E-04,,,
13520,225.3333333,0,,,
13521,225.35,7.78E-04,,,
13522,225.3666667,0.00106,,,
13523,225.3833333,0.00117,,,
13524,225.4,6.61E-04,,,
13525,225.4166667,0,,,
13526,225.4333333,3.52E-04,,,
13527,225.45,3.52E-04,,,
13528,225.4666667,-2.06E-04,,,
13529,225.4833333,8.80E-04,,,
13530,225.5,0,,,
13531,225.5166667,0,,,
13532,225.5333333,0,,,
13533,225.55,6.02E-04,,,
13534,225.5666667,5.44E-04,,,
13535,225.5833333,5.44E-04,,,
13536,225.6,7.21E-04,,,
13537,225.6166667,5.12E-04,,,
13538,225.6333333,5.44E-04,,,
13539,225.65,5.73E-04,,,
13540,225.6666667,1.91E-04,,,
13541,225.6833333,0,,,
13542,225.7,0,,,
13543,225.7166667,5.73E-04,,,
13544,225.7333333,4.83E-04,,,
13545,225.75,2.01E-04,,,
13546,225.7666667,5.12E-04,,,
13547,225.7833333,-1.91E-04,,,
13548,225.8,6.01E-04,,,
13549,225.8166667,5.62E-04,,,
13550,225.8333333,9.84E-04,,,
13551,225.85,4.54E-04,,,
13552,225.8666667,-2.11E-04,,,
13553,225.8833333,3.61E-04,,,
13554,225.9,-4.42E-04,,,
13555,225.9166667,3.82E-04,,,
13556,225.9333333,0,,,
13557,225.95,4.83E-04,,,
13558,225.9666667,5.41E-04,,,
13559,225.9833333,5.41E-04,,,
13560,226,0.00111,,,
13561,226.0166667,4.21E-04,,,
13562,226.0333333,0,,,
13563,226.05,0,,,
13564,226.0666667,2.21E-04,,,
13565,226.0833333,-2.25E-04,,,
13566,226.1,2.01E-04,,,
13567,226.1166667,8.11E-04,,,
13568,226.1333333,5.44E-04,,,
13569,226.15,5.84E-04,,,
13570,226.1666667,5.41E-04,,,
13571,226.1833333,0,,,
13572,226.2,5.57E-04,,,
13573,226.2166667,7.04E-04,,,
13574,226.2333333,-2.36E-04,,,
13575,226.25,4.12E-04,,,
13576,226.2666667,3.93E-04,,,
13577,226.2833333,2.16E-04,,,
13578,226.3,6.61E-04,,,
13579,226.3166667,6.61E-04,,,
13580,226.3333333,0,,,
13581,226.35,8.50E-04,,,
13582,226.3666667,-2.25E-04,,,
13583,226.3833333,0,,,
13584,226.4,1.76E-04,,,
13585,226.4166667,9.34E-04,,,
13586,226.4333333,0,,,
13587,226.45,2.06E-04,,,
13588,226.4666667,7.30E-04,,,
13589,226.4833333,3.52E-04,,,
13590,226.5,0,,,
13591,226.5166667,9.92E-04,,,
13592,226.5333333,0.00104,,,
13593,226.55,-1.96E-04,,,
13594,226.5666667,5.57E-04,,,
13595,226.5833333,7.04E-04,,,
13596,226.6,1.76E-04,,,
13597,226.6166667,1.86E-04,,,
13598,226.6333333,0,,,
13599,226.65,2.06E-04,,,
13600,226.6666667,9.27E-04,,,
13601,226.6833333,8.11E-04,,,
13602,226.7,1.86E-04,,,
13603,226.7166667,4.99E-04,,,
13604,226.7333333,0,,,
13605,226.75,3.22E-04,,,
13606,226.7666667,6.44E-04,,,
13607,226.7833333,1.80E-04,,,
13608,226.8,0,,,
13609,226.8166667,9.66E-04,,,
13610,226.8333333,0.00108,,,
13611,226.85,9.16E-04,,,
13612,226.8666667,3.91E-04,,,
13613,226.8833333,9.21E-04,,,
13614,226.9,0,,,
13615,226.9166667,0,,,
13616,226.9333333,1.71E-04,,,
13617,226.95,7.21E-04,,,
13618,226.9666667,0,,,
13619,226.9833333,3.82E-04,,,
13620,227,8.53E-04,,,
13621,227.0166667,1.91E-04,,,
13622,227.0333333,1.80E-04,,,
13623,227.05,5.89E-04,,,
13624,227.0666667,1.86E-04,,,
13625,227.0833333,5.86E-04,,,
13626,227.1,5.57E-04,,,
13627,227.1166667,-1.95E-04,,,
13628,227.1333333,5.57E-04,,,
13629,227.15,8.76E-04,,,
13630,227.1666667,7.30E-04,,,
13631,227.1833333,2.16E-04,,,
13632,227.2,6.76E-04,,,
13633,227.2166667,0,,,
13634,227.2333333,-1.86E-04,,,
13635,227.25,0,,,
13636,227.2666667,5.89E-04,,,
13637,227.2833333,1.86E-04,,,
13638,227.3,2.16E-04,,,
13639,227.3166667,5.86E-04,,,
13640,227.3333333,5.57E-04,,,
13641,227.35,3.52E-04,,,
13642,227.3666667,-1.76E-04,,,
13643,227.3833333,3.52E-04,,,
13644,227.4,1.76E-04,,,
13645,227.4166667,7.78E-04,,,
13646,227.4333333,7.04E-04,,,
13647,227.45,-2.46E-04,,,
13648,227.4666667,2.06E-04,,,
13649,227.4833333,5.84E-04,,,
13650,227.5,8.11E-04,,,
13651,227.5166667,7.73E-04,,,
13652,227.5333333,7.44E-04,,,
13653,227.55,1.86E-04,,,
13654,227.5666667,3.31E-04,,,
13655,227.5833333,3.33E-04,,,
13656,227.6,-2.06E-04,,,
13657,227.6166667,0.00113,,,
13658,227.6333333,0,,,
13659,227.65,7.30E-04,,,
13660,227.6666667,3.52E-04,,,
13661,227.6833333,0.00102,,,
13662,227.7,-1.95E-04,,,
13663,227.7166667,4.99E-04,,,
13664,227.7333333,7.21E-04,,,
13665,227.75,-1.90E-04,,,
13666,227.7666667,5.73E-04,,,
13667,227.7833333,5.41E-04,,,
13668,227.8,0,,,
13669,227.8166667,0,,,
13670,227.8333333,-2.01E-04,,,
13671,227.85,-2.01E-04,,,
13672,227.8666667,2.10E-04,,,
13673,227.8833333,8.05E-04,,,
13674,227.9,0,,,
13675,227.9166667,4.01E-04,,,
13676,227.9333333,6.01E-04,,,
13677,227.95,6.83E-04,,,
13678,227.9666667,7.64E-04,,,
13679,227.9833333,3.41E-04,,,
13680,228,5.73E-04,,,
13681,228.0166667,2.21E-04,,,
13682,228.0333333,3.82E-04,,,
13683,228.05,2.21E-04,,,
13684,228.0666667,5.73E-04,,,
13685,228.0833333,5.73E-04,,,
13686,228.1,3.82E-04,,,
13687,228.1166667,-2.10E-04,,,
13688,228.1333333,5.41E-04,,,
13689,228.15,4.96E-04,,,
13690,228.1666667,1.95E-04,,,
13691,228.1833333,2.10E-04,,,
13692,228.2,0,,,
13693,228.2166667,3.71E-04,,,
13694,228.2333333,4.38E-04,,,
13695,228.25,1.86E-04,,,
13696,228.2666667,-4.51E-04,,,
13697,228.2833333,0,,,
13698,228.3,3.91E-04,,,
13699,228.3166667,0.00108,,,
13700,228.3333333,0,,,
13701,228.35,7.04E-04,,,
13702,228.3666667,1.86E-04,,,
13703,228.3833333,5.84E-04,,,
13704,228.4,5.57E-04,,,
13705,228.4166667,5.57E-04,,,
13706,228.4333333,5.28E-04,,,
13707,228.45,4.31E-04,,,
13708,228.4666667,4.96E-04,,,
13709,228.4833333,5.86E-04,,,
13710,228.5,8.26E-04,,,
13711,228.5166667,-1.96E-04,,,
13712,228.5333333,8.60E-04,,,
13713,228.55,7.04E-04,,,
13714,228.5666667,-1.95E-04,,,
13715,228.5833333,8.79E-04,,,
13716,228.6,1.86E-04,,,
13717,228.6166667,4.12E-04,,,
13718,228.6333333,0.00104,,,
13719,228.65,0,,,
13720,228.6666667,6.83E-04,,,
13721,228.6833333,3.82E-04,,,
13722,228.7,6.40E-04,,,
13723,228.7166667,-2.01E-04,,,
13724,228.7333333,1.91E-04,,,
13725,228.75,-2.01E-04,,,
13726,228.7666667,4.83E-04,,,
13727,228.7833333,0,,,
13728,228.8,8.53E-04,,,
13729,228.8166667,9.01E-04,,,
13730,228.8333333,2.10E-04,,,
13731,228.85,5.70E-04,,,
13732,228.8666667,-1.91E-04,,,
13733,228.8833333,6.44E-04,,,
13734,228.9,2.11E-04,,,
13735,228.9166667,6.83E-04,,,
13736,228.9333333,6.02E-04,,,
13737,228.95,3.82E-04,,,
13738,228.9666667,-2.11E-04,,,
13739,228.9833333,2.10E-04,,,
13740,229,2.10E-04,,,
13741,229.0166667,5.73E-04,,,
13742,229.0333333,3.82E-04,,,
13743,229.05,7.74E-04,,,
